age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,Total_Monthly_AvgSpend,Total_Saving
39,36050,9,4,4.5,9,10,10,13,18178,22202,9,1,4,10,6,8,10,1,9,6,8,Male,Tier 3,Online,40380,40074
53,150892,9.2,14,5,4,6,0,7,51073,93109,9,3,2,1,6,4,2,9,3,9,7,Other,Tier 2,Store,144182,192928
51,153907,9.5,4,0.5,7,3,4,16,3319,90384,2,2,2,9,8,6,8,9,3,5,8,Other,Tier 1,Store,93703,240972
47,239239,6.2,8,1.6,7,4,26,12,90326,49890,5,0,7,10,3,6,4,5,4,9,4,Male,Tier 3,Store,140216,198803
42,115153,7.8,5,0.2,6,9,6,7,138579,29015,1,2,5,8,8,3,10,1,3,10,7,Other,Tier 1,Hybrid,167594,5589
62,28587,2,14,2.6,1,6,49,14,119063,11961,5,8,4,2,1,5,6,9,6,7,9,Female,Tier 3,Store,131024,-78515
45,246329,3,14,2.6,9,5,36,6,107301,74054,8,4,4,3,8,2,10,4,7,10,6,Other,Tier 2,Store,181355,213082
18,72732,5.4,11,2.3,6,9,37,14,65646,96378,7,9,7,7,8,3,9,7,5,7,2,Other,Tier 3,Store,162024,103464
66,66921,7.7,5,1.8,3,8,0,8,86849,144622,8,1,1,7,9,8,9,1,8,9,7,Male,Tier 1,Store,231471,124694
62,191571,5.1,9,2.8,2,9,31,13,16469,81184,8,7,1,5,8,3,6,4,3,9,4,Other,Tier 2,Store,97653,256286
21,132734,7.6,4,3.3,3,9,16,14,137646,70547,5,7,4,5,3,8,8,10,6,10,8,Other,Tier 2,Store,208193,65635
24,145104,3.7,7,3.4,1,4,17,10,7606,120267,6,6,1,3,7,7,6,2,3,7,8,Male,Tier 3,Store,127873,257765
66,152912,6.2,5,4.1,3,8,3,3,51620,2460,2,3,3,5,8,8,6,8,6,6,7,Male,Tier 1,Online,54080,103752
26,249442,7.1,13,2,5,10,48,13,85911,123680,4,7,6,3,9,8,4,2,7,7,9,Female,Tier 2,Store,209591,287211
53,211149,7.5,9,1.7,4,9,12,14,136009,85495,3,3,3,1,2,6,9,1,3,3,3,Other,Tier 3,Store,221504,160635
36,46440,5.1,13,3.7,10,5,4,3,43239,44797,10,8,7,2,10,8,3,5,10,3,9,Male,Tier 1,Store,88036,47998
18,50183,6.1,12,1.8,1,4,21,13,136675,74708,5,1,6,5,2,6,1,10,3,3,10,Male,Tier 1,Store,211383,-11784
27,111172,2.9,8,2.2,5,10,25,3,100328,23511,5,0,2,10,3,6,8,4,9,4,1,Male,Tier 3,Online,123839,34355
53,148461,5.8,8,1.8,3,1,3,8,73065,51290,9,8,3,3,1,1,2,3,10,8,6,Other,Tier 3,Store,124355,126686
26,201148,8.2,10,4.7,10,3,22,0,49140,83619,7,1,5,5,6,6,6,6,9,8,10,Male,Tier 2,Store,132759,235627
62,129515,5.5,10,3.3,7,10,4,7,56023,81573,1,1,6,7,9,9,7,10,9,6,3,Other,Tier 2,Store,137596,155065
63,138183,4.5,3,1,10,2,8,14,16165,101642,7,2,1,8,1,4,4,2,10,5,7,Male,Tier 1,Store,117807,223660
59,81299,7.6,9,2.5,8,7,12,5,43053,111388,1,4,5,3,3,2,4,9,3,8,6,Male,Tier 3,Store,154441,149634
49,235533,10.6,8,3,5,4,8,0,136900,21446,9,3,5,3,10,7,4,1,5,5,10,Male,Tier 2,Online,158346,120079
49,238157,10.3,3,1,10,9,3,5,108272,83167,7,1,7,3,6,8,8,8,9,10,8,Male,Tier 3,Store,191439,213052
23,130503,6.5,10,3,8,9,25,19,100482,11649,8,7,4,7,1,10,4,5,2,1,2,Male,Tier 2,Online,112131,41670
65,54023,7.5,1,2.3,6,2,13,13,101166,116580,9,5,2,7,3,10,3,2,2,8,7,Other,Tier 3,Store,217746,69437
55,196101,9.3,5,0.9,6,3,1,7,99948,33672,2,0,2,5,3,1,6,10,10,1,1,Female,Tier 1,Store,133620,129825
34,54941,6.5,13,0.7,5,8,30,6,62178,86510,4,6,5,4,2,6,7,4,7,5,9,Other,Tier 2,Store,148688,79273
27,235065,6.9,4,4.3,10,10,49,15,146508,139777,7,2,2,7,5,4,4,9,6,9,1,Female,Tier 1,Store,286285,228334
67,200022,5.4,8,1.4,6,3,25,0,147890,94871,9,6,3,2,8,6,8,1,3,10,6,Female,Tier 3,Store,242761,147003
44,136677,10.7,6,3.8,1,4,1,9,26365,128073,7,1,5,4,3,3,3,2,2,9,1,Other,Tier 1,Store,154438,238385
71,233031,7.4,10,3.4,8,3,40,11,93839,15844,2,5,1,7,6,9,1,4,3,2,2,Female,Tier 3,Online,109683,155036
67,91054,5.5,5,1.7,5,2,45,8,56941,90432,10,9,2,6,4,4,6,4,5,2,4,Female,Tier 2,Store,147373,124545
52,80363,4.8,9,3.1,8,1,43,9,8599,130030,2,7,7,2,8,7,2,4,1,2,3,Female,Tier 3,Store,138629,201794
69,76742,2.3,6,2.9,3,3,36,9,51163,71108,9,7,1,2,4,2,4,5,10,7,7,Other,Tier 2,Store,122271,96687
76,243968,2.8,14,3.7,10,9,1,2,145814,99705,6,6,3,4,2,8,1,7,2,1,9,Other,Tier 2,Store,245519,197859
38,60215,4.5,13,2.7,6,8,39,1,147011,137147,6,1,7,7,10,6,3,5,2,10,2,Male,Tier 2,Store,284158,50351
42,62857,7.9,11,2.1,1,9,27,8,48180,62603,3,6,2,1,2,8,6,7,1,10,9,Male,Tier 2,Store,110783,77280
45,70476,6.7,11,4.2,1,10,22,16,93257,65463,6,9,7,7,2,7,5,8,8,5,6,Male,Tier 2,Store,158720,42682
64,174245,3.5,11,3.5,4,5,6,4,78519,147559,10,9,7,8,9,4,3,3,10,4,6,Female,Tier 3,Store,226078,243285
32,155467,4.1,14,1.7,10,5,38,11,9903,49718,3,2,4,10,1,7,1,5,4,8,9,Other,Tier 2,Store,59621,195282
21,74768,6.6,11,2.3,6,8,39,3,65550,95533,4,7,3,7,9,10,1,1,2,4,4,Male,Tier 3,Store,161083,104751
46,230815,9.3,3,4.2,3,5,21,9,1625,62798,5,4,3,1,2,3,1,4,8,7,4,Other,Tier 2,Store,64423,291988
76,118591,3.8,6,4.4,5,4,35,16,132114,40904,1,6,6,9,7,7,2,3,6,4,6,Other,Tier 2,Store,173018,27381
26,61229,6.9,12,2.3,10,9,0,1,65463,87303,3,3,4,6,2,6,7,8,7,9,4,Female,Tier 1,Store,152766,83069
44,172711,5.1,11,3.1,4,1,33,19,112458,105014,3,0,7,3,5,8,4,9,5,8,9,Male,Tier 1,Store,217472,165267
43,126706,5.2,12,3,10,6,3,5,88607,47899,2,4,1,1,10,7,8,3,7,5,3,Female,Tier 3,Store,136506,85998
36,77583,3.7,4,1.1,3,7,40,4,84439,133591,5,6,1,1,10,8,1,5,6,8,5,Female,Tier 3,Store,218030,126735
73,174996,7.3,5,3.2,9,6,34,7,73703,29297,7,5,6,2,4,4,3,4,3,3,2,Female,Tier 1,Hybrid,103000,130590
45,141011,5,6,0,4,10,30,15,65278,123380,2,6,7,7,5,5,6,8,2,4,1,Other,Tier 1,Store,188658,199113
34,219041,5.3,9,3.7,10,8,32,2,79384,118545,1,2,3,6,3,7,3,7,1,2,10,Female,Tier 2,Store,197929,258202
60,45104,8,3,3.2,7,8,4,8,56191,37648,2,7,3,9,6,3,7,3,1,10,2,Female,Tier 2,Store,93839,26561
74,52594,8.1,1,0,5,5,42,3,34856,19958,5,9,2,8,10,5,2,7,7,7,6,Female,Tier 3,Online,54814,37696
58,18664,4.5,2,1.2,7,4,42,0,112604,18143,6,0,2,4,4,2,1,10,10,10,7,Other,Tier 2,Store,130747,-75797
59,25528,6.6,8,0.2,5,7,10,5,22013,127056,10,8,3,4,9,3,2,8,9,4,7,Female,Tier 2,Store,149069,130571
67,174262,7.8,4,1.2,3,9,31,17,10153,17848,8,0,2,6,2,4,8,1,2,2,6,Female,Tier 2,Online,28001,181957
37,212105,5.6,7,2.7,6,2,46,3,55383,2591,9,3,4,7,5,10,9,3,5,5,7,Other,Tier 2,Online,57974,159313
62,207233,7.3,2,4.8,9,7,0,11,77201,8256,5,7,2,5,9,6,4,7,1,8,8,Other,Tier 2,Online,85457,138288
57,219249,5.4,12,3.2,6,6,42,13,42042,108603,4,7,7,5,10,3,7,2,7,5,6,Female,Tier 2,Store,150645,285810
56,143404,5.3,11,2,4,3,5,2,49506,85402,2,9,3,10,9,5,2,8,8,4,7,Male,Tier 2,Store,134908,179300
66,216251,4.1,10,3.4,1,2,27,18,9146,102147,9,9,7,2,8,1,8,3,8,1,7,Male,Tier 2,Store,111293,309252
70,216664,9.4,14,3.3,3,1,16,1,16505,29153,3,5,1,4,5,10,1,6,4,8,10,Male,Tier 3,Store,45658,229312
40,47899,5,13,4.4,3,2,49,1,48209,8935,1,6,6,8,6,4,6,2,5,1,3,Female,Tier 3,Online,57144,8625
64,85979,4.4,8,3.6,2,5,10,16,81059,111703,9,8,1,2,5,6,7,2,1,10,5,Female,Tier 3,Store,192762,116623
49,32241,3.9,10,2.5,10,1,40,4,149464,50739,2,0,4,1,2,10,10,7,9,7,6,Female,Tier 3,Store,200203,-66484
69,61211,6.2,12,0.5,2,8,26,0,119822,13815,8,6,1,9,6,6,10,2,4,8,7,Female,Tier 3,Online,133637,-44796
64,78472,4,14,4.3,8,4,11,15,106095,71784,4,3,1,8,5,9,2,2,1,9,7,Female,Tier 3,Store,177879,44161
50,220320,4.6,12,2.3,8,3,12,5,47517,105325,8,0,3,7,6,6,4,3,9,9,2,Female,Tier 1,Store,152842,278128
74,219829,7.6,9,1.3,3,10,30,4,75831,129643,9,0,3,10,5,4,1,6,6,4,6,Female,Tier 2,Store,205474,273641
63,46346,6.9,7,0,4,2,34,11,122498,76930,3,4,3,10,2,1,2,1,1,10,7,Other,Tier 1,Store,199428,778
22,96196,3.3,10,1,5,1,24,16,51394,122567,5,9,3,6,1,1,6,3,7,8,9,Other,Tier 1,Store,173961,167369
60,119451,7.4,13,3,9,8,29,10,81480,57158,8,1,3,6,3,9,4,8,9,8,8,Female,Tier 3,Store,138638,95129
65,223196,6.1,11,2,5,9,35,18,11688,61750,8,2,6,7,4,10,7,6,9,5,5,Male,Tier 3,Store,73438,273258
51,117908,8.3,1,3.8,6,3,20,1,49226,29871,4,7,6,4,9,9,2,1,7,7,7,Other,Tier 3,Online,79097,98553
57,188292,8.8,2,4.6,7,3,47,15,45487,109587,2,8,6,2,10,1,8,1,9,7,8,Male,Tier 3,Store,155074,252392
28,164014,2.8,9,0,2,9,35,18,65020,146921,6,2,6,5,6,8,8,2,10,5,4,Other,Tier 1,Store,211941,245915
78,64167,7.5,10,1.2,4,7,27,7,42988,63697,6,5,2,3,4,7,1,3,9,2,10,Male,Tier 2,Store,106685,84876
67,51373,9.3,7,2.7,6,9,26,3,76850,130580,7,5,6,2,6,10,7,6,7,7,5,Female,Tier 2,Store,207430,105103
20,82143,6.4,11,4.4,4,2,11,5,64352,61014,5,1,4,1,2,10,6,5,8,8,8,Male,Tier 2,Store,125366,78805
79,135623,7.4,3,1.4,5,7,9,19,107320,73460,1,5,3,5,2,3,6,7,8,9,5,Female,Tier 2,Store,180780,101763
75,125013,6.4,5,2.8,3,8,25,2,26008,85044,1,4,2,1,6,8,9,5,3,4,10,Female,Tier 3,Store,111052,184049
50,17016,8,1,1.1,2,4,28,8,27472,92813,1,1,5,4,10,8,9,5,7,5,5,Other,Tier 2,Store,120285,82357
28,84110,6.8,13,2.4,1,10,44,18,149768,101790,4,6,6,1,5,10,5,9,10,9,9,Male,Tier 2,Store,251558,36132
33,192381,2,10,2.7,3,4,5,0,60979,81934,7,3,3,7,4,8,4,8,7,2,7,Male,Tier 3,Store,142913,213336
35,22274,5.8,3,2.1,10,2,24,2,88250,93481,8,9,7,7,9,1,3,10,2,8,10,Female,Tier 2,Store,181731,27505
47,30748,5.6,11,4.6,9,2,7,0,34031,55841,1,1,4,3,6,5,7,4,3,10,5,Female,Tier 3,Store,89872,52558
65,166247,7.4,4,4,1,4,10,14,91129,31500,5,1,4,3,6,5,3,2,4,1,7,Female,Tier 2,Store,122629,106618
72,26826,8.4,4,2.1,8,4,16,4,109230,112134,5,6,6,10,10,10,5,1,1,5,7,Male,Tier 3,Store,221364,29730
27,98008,5.5,7,2.2,5,5,37,15,23548,45180,7,8,4,1,2,10,1,8,1,1,7,Female,Tier 3,Store,68728,119640
35,144288,3.6,5,3.5,4,10,46,4,57066,129762,1,4,7,10,8,8,5,7,8,10,5,Male,Tier 2,Store,186828,216984
55,180201,6.6,9,2.6,5,10,12,18,126921,99729,8,8,3,1,3,2,8,5,3,4,4,Other,Tier 1,Store,226650,153009
36,216081,4.4,7,2.5,7,10,40,11,699,70560,4,8,6,4,6,10,7,5,7,8,6,Male,Tier 3,Store,71259,285942
53,169562,4.8,2,1.6,8,9,14,12,140127,15530,8,9,1,9,9,9,4,7,2,5,3,Male,Tier 1,Online,155657,44965
76,120623,10.8,13,3.3,2,9,18,7,64433,24190,8,1,6,4,10,5,6,9,6,2,8,Other,Tier 3,Store,88623,80380
30,187507,4.6,11,1.7,6,7,18,16,33557,102788,2,9,7,6,1,8,8,4,3,10,1,Female,Tier 3,Store,136345,256738
73,221089,2.9,11,1.7,4,6,9,11,114788,16344,4,1,1,5,3,5,4,6,3,8,9,Female,Tier 1,Store,131132,122645
63,154592,7.2,8,2.9,8,10,27,13,68029,7469,3,7,5,6,8,2,8,3,4,4,9,Other,Tier 1,Online,75498,94032
20,238023,7.4,11,2.7,4,5,36,10,41024,146959,2,5,5,1,2,1,2,1,6,5,7,Male,Tier 3,Store,187983,343958
27,98106,7.8,2,2.5,3,4,24,0,110550,61665,4,7,5,5,6,3,6,9,1,10,8,Other,Tier 1,Store,172215,49221
55,207949,7.7,7,0.1,5,2,14,1,60630,49749,4,9,3,6,2,8,1,7,9,3,7,Male,Tier 1,Store,110379,197068
18,165870,6.3,5,2.8,4,4,34,15,24400,4205,5,2,7,9,8,4,9,4,5,2,4,Male,Tier 1,Online,28605,145675
72,69638,6.3,10,0,5,7,15,1,2289,104921,4,6,2,10,4,4,10,5,3,9,10,Other,Tier 2,Store,107210,172270
73,84072,7.9,6,3.8,9,1,36,0,72081,31542,7,3,5,4,5,10,7,10,4,8,10,Female,Tier 2,Store,103623,43533
44,82309,9.2,11,1.8,3,3,26,0,103534,112888,1,3,6,9,1,8,1,2,8,3,9,Female,Tier 1,Store,216422,91663
63,175966,3.5,4,2.7,2,4,4,9,1808,104469,1,5,5,2,4,7,2,2,6,2,2,Male,Tier 1,Store,106277,278627
25,209035,4.8,5,1.7,2,7,23,17,123673,29478,3,0,2,9,9,5,6,7,2,1,5,Male,Tier 3,Store,153151,114840
68,139724,7.3,12,2.9,9,3,1,1,45560,23197,6,1,5,10,10,8,5,5,4,8,1,Other,Tier 2,Store,68757,117361
63,200639,6.5,5,0.9,7,4,39,2,28871,102686,6,7,5,9,7,7,1,9,2,4,8,Other,Tier 2,Store,131557,274454
59,142843,2.4,7,4.9,10,1,48,13,26126,120636,5,7,2,2,9,9,2,5,5,10,4,Other,Tier 2,Store,146762,237353
34,50326,4.9,11,1.6,4,1,34,11,118834,131382,6,1,7,5,5,6,4,1,2,7,2,Other,Tier 3,Store,250216,62874
26,201131,6.6,12,3.6,6,10,32,8,90960,142856,6,4,4,5,1,2,5,9,9,1,2,Male,Tier 3,Store,233816,253027
78,20079,6,4,1.1,10,3,41,12,13055,139062,9,6,3,6,4,4,6,7,7,6,4,Male,Tier 2,Store,152117,146086
23,171910,5.3,5,2,6,7,31,9,123822,142078,1,1,3,5,6,7,3,6,9,5,7,Male,Tier 3,Store,265900,190166
60,136412,10.7,14,1.5,3,6,31,5,70425,136370,8,2,2,8,5,7,8,7,8,9,9,Male,Tier 1,Store,206795,202357
42,102340,6,14,1.7,9,5,15,4,60692,143549,6,5,6,9,8,7,2,10,1,2,4,Other,Tier 1,Store,204241,185197
56,193181,6.5,4,3.1,4,8,44,17,93866,137582,6,0,5,6,1,8,4,1,7,3,8,Male,Tier 3,Store,231448,236897
66,100211,6.3,4,3.1,1,8,37,6,102642,10031,10,0,4,7,1,10,3,5,5,10,9,Male,Tier 2,Online,112673,7600
77,171666,6.4,8,3,2,4,44,15,3630,17774,6,2,2,3,10,10,2,3,9,3,4,Male,Tier 1,Online,21404,185810
45,57749,6.1,11,1.4,5,10,43,10,18723,139813,7,6,1,1,10,4,4,2,5,7,6,Female,Tier 2,Store,158536,178839
50,182364,1.8,5,2.7,8,6,22,9,101216,48243,7,9,7,8,6,1,4,1,8,3,10,Male,Tier 1,Store,149459,129391
71,133192,4,13,1.4,7,1,25,7,1706,111162,5,7,7,2,2,3,5,3,1,6,5,Female,Tier 3,Store,112868,242648
54,89534,5.4,9,4.4,9,10,4,4,54610,86148,7,6,5,5,4,4,5,6,10,8,7,Other,Tier 1,Store,140758,121072
26,94233,7.6,5,1.3,1,10,6,0,141023,103906,2,7,1,1,2,5,7,2,5,10,2,Female,Tier 2,Store,244929,57116
35,66818,5.4,8,1.9,2,9,33,2,98188,65554,3,5,4,9,4,9,10,5,4,9,9,Other,Tier 1,Store,163742,34184
73,126910,4.3,3,2.6,10,5,49,14,61291,98190,10,2,4,2,9,7,1,9,9,2,3,Female,Tier 2,Store,159481,163809
76,28429,7.9,12,1.2,4,8,9,9,52469,63833,2,1,1,10,1,6,7,5,3,5,1,Other,Tier 2,Store,116302,39793
38,72748,8.7,7,3.3,7,10,21,0,125005,5731,9,1,7,4,2,1,4,1,5,10,3,Male,Tier 1,Online,130736,-46526
19,63807,2.9,1,3.9,1,10,20,9,98241,112973,1,5,5,2,3,10,3,6,2,3,6,Male,Tier 1,Store,211214,78539
78,22140,6.2,12,1.4,5,1,18,15,128589,34437,5,6,1,2,4,2,6,7,4,9,4,Other,Tier 3,Store,163026,-72012
75,78226,1,5,1.6,2,4,41,11,30894,67679,5,1,2,1,8,9,9,1,7,5,10,Other,Tier 3,Store,98573,115011
60,160973,5.4,2,4.1,2,2,38,4,71195,66108,1,2,5,3,9,1,5,4,9,3,9,Male,Tier 1,Store,137303,155886
76,103815,9.8,8,2.7,2,2,44,10,79490,81999,1,6,6,1,2,4,5,7,3,3,3,Male,Tier 1,Store,161489,106324
77,43525,6.2,12,2.2,9,2,24,4,34408,69066,6,0,3,10,3,5,5,1,10,6,1,Female,Tier 3,Store,103474,78183
55,35491,3.2,6,1.5,10,2,12,5,3637,34317,3,9,6,8,6,4,3,4,7,9,9,Female,Tier 1,Store,37954,66171
75,214888,3.3,5,2,5,8,42,1,20514,27235,8,1,1,3,2,6,4,7,1,5,8,Other,Tier 1,Hybrid,47749,221609
57,181052,4.1,14,2.3,8,6,18,9,5984,45651,1,0,3,3,3,5,8,2,6,9,9,Female,Tier 2,Store,51635,220719
53,241597,4.7,3,3.3,10,9,6,3,146522,109867,3,9,1,2,10,10,3,2,10,7,10,Other,Tier 2,Store,256389,204942
67,23078,2.2,14,2.5,6,2,30,11,139528,96590,9,0,6,1,7,4,1,8,4,4,8,Male,Tier 3,Store,236118,-19860
77,106654,6.7,13,1.3,1,1,1,4,66525,42210,8,6,1,2,4,6,3,8,5,9,7,Female,Tier 2,Store,108735,82339
60,144101,7.1,1,1.8,10,8,43,15,115457,28471,1,8,5,2,5,5,7,2,4,4,7,Female,Tier 2,Online,143928,57115
54,235593,5.3,14,1,9,10,44,18,95298,14065,1,3,3,3,5,4,8,8,10,9,9,Other,Tier 1,Online,109363,154360
32,194776,10.1,10,2.3,7,3,3,14,90249,49598,7,0,2,7,4,7,9,1,7,1,3,Other,Tier 2,Store,139847,154125
45,31997,5.1,10,5.4,2,3,0,18,30011,79445,4,4,7,2,6,4,7,5,7,8,9,Other,Tier 1,Store,109456,81431
35,225882,8.4,10,5.7,8,8,46,11,17795,33920,1,7,6,1,3,4,1,7,3,10,2,Female,Tier 2,Store,51715,242007
51,146940,3.2,14,2.9,2,5,49,0,9662,20788,10,5,4,2,9,4,10,10,9,9,4,Other,Tier 2,Store,30450,158066
39,172470,6.6,11,0.4,2,8,22,9,118203,64816,3,8,2,2,7,6,8,8,8,2,1,Female,Tier 2,Store,183019,119083
28,227650,6.9,10,3.7,4,2,46,7,96190,84942,9,2,3,1,5,5,3,7,4,2,1,Male,Tier 3,Store,181132,216402
75,112356,4.6,12,3.4,8,10,16,2,52605,14669,7,5,4,7,6,8,6,1,5,10,9,Other,Tier 3,Online,67274,74420
74,128711,6.3,8,6,7,9,21,11,85582,138370,7,9,3,1,7,7,3,10,10,1,2,Male,Tier 1,Store,223952,181499
30,36246,4.6,11,2.6,2,2,34,6,149616,34099,4,7,6,6,6,5,9,3,5,8,10,Female,Tier 3,Store,183715,-79271
21,166633,5.4,5,1.9,10,9,7,19,33732,52378,2,2,4,9,6,7,9,2,6,9,3,Other,Tier 2,Store,86110,185279
39,162326,5.4,9,1.2,6,10,6,5,121510,149867,4,4,7,5,1,6,9,3,4,9,1,Male,Tier 1,Store,271377,190683
24,49512,3.2,11,3.6,4,6,0,4,85189,140404,9,3,7,9,1,4,5,1,2,8,1,Female,Tier 3,Store,225593,104727
78,246632,7,7,2.3,10,5,24,13,123037,80055,8,6,7,8,6,2,3,9,8,1,1,Other,Tier 2,Store,203092,203650
60,235604,7.2,1,2.2,1,7,23,6,84982,125595,6,5,3,2,9,8,5,4,7,7,2,Other,Tier 3,Store,210577,276217
71,240226,5.3,11,1.8,8,7,49,14,149188,124406,5,9,6,5,10,7,8,4,5,8,8,Female,Tier 3,Store,273594,215444
41,223467,6.5,13,5.4,8,4,32,15,109154,9203,2,7,3,5,9,7,7,1,6,5,8,Male,Tier 2,Online,118357,123516
21,72865,4.2,1,2,6,7,10,18,23465,54916,9,7,4,4,2,7,1,7,9,8,8,Female,Tier 2,Store,78381,104316
45,169652,3.5,7,3.4,10,3,31,1,121474,148454,2,4,3,1,1,4,6,5,7,8,8,Male,Tier 1,Store,269928,196632
32,217031,5.2,11,3.1,7,3,28,1,103939,98973,8,2,4,8,7,10,9,2,6,3,9,Other,Tier 1,Store,202912,212065
18,118393,7.4,7,0,3,7,0,8,146422,80275,5,6,3,5,5,1,2,7,1,3,6,Female,Tier 1,Store,226697,52246
72,87144,5.8,9,5.4,9,1,46,9,75493,65961,3,1,3,5,5,6,3,3,9,10,4,Female,Tier 2,Store,141454,77612
20,188557,5.1,2,0.1,4,8,7,3,128444,19292,6,1,3,2,10,5,10,9,6,6,4,Other,Tier 1,Store,147736,79405
31,196693,6.7,7,1.3,2,2,44,0,11455,36766,3,1,5,6,2,8,2,9,7,1,3,Male,Tier 3,Store,48221,222004
55,132363,4.2,2,1.8,4,1,28,4,37558,73440,5,8,5,9,9,8,7,5,10,7,10,Other,Tier 2,Store,110998,168245
67,65665,3.5,14,1.6,2,6,30,18,27790,50683,3,6,4,1,4,5,5,5,5,5,2,Male,Tier 1,Store,78473,88558
74,216484,5.3,10,2.2,4,4,34,0,137221,138774,7,4,7,2,3,9,5,2,2,4,1,Female,Tier 1,Store,275995,218037
18,196675,4.3,12,1.5,2,7,6,16,20772,77016,4,6,1,4,4,3,2,9,5,9,10,Male,Tier 2,Store,97788,252919
55,167110,3.6,10,4.3,8,3,30,18,105790,29966,8,9,1,7,3,1,3,3,5,10,1,Female,Tier 1,Store,135756,91286
55,108542,7.8,2,3.3,6,2,44,2,128570,57168,8,1,5,2,7,3,10,3,1,7,3,Female,Tier 2,Store,185738,37140
38,116311,10.4,5,1.7,8,4,49,2,148465,59452,1,8,1,10,6,7,3,2,9,3,6,Other,Tier 3,Store,207917,27298
65,242418,2.9,9,1.4,1,4,31,11,149958,104836,3,6,7,4,9,9,3,2,2,8,7,Other,Tier 2,Store,254794,197296
46,29325,5.2,9,1.8,9,4,29,18,134698,15241,1,0,5,8,5,6,2,1,8,9,7,Female,Tier 2,Online,149939,-90132
22,181964,6.3,10,1.3,2,3,11,10,23567,124464,6,4,2,8,8,4,2,4,4,5,4,Other,Tier 1,Store,148031,282861
66,147825,2.6,1,0.9,8,7,34,9,86039,27588,8,4,4,7,7,9,1,10,9,1,10,Male,Tier 2,Store,113627,89374
27,241139,5.6,11,3.7,4,5,9,9,117370,143093,7,5,4,1,9,3,4,8,1,5,7,Other,Tier 2,Store,260463,266862
45,164068,5.7,14,2,2,4,25,2,95653,51181,1,0,6,2,3,10,9,8,2,9,2,Male,Tier 1,Store,146834,119596
38,83811,7,7,3,1,5,4,17,75740,46297,2,8,5,10,2,10,5,10,5,4,6,Male,Tier 2,Store,122037,54368
67,220355,4.5,10,2.6,4,7,22,4,30258,55684,10,3,3,1,5,1,6,2,1,8,1,Male,Tier 2,Store,85942,245781
24,191283,4.9,14,4.4,10,4,8,5,142128,36790,4,4,5,3,7,3,7,10,6,5,1,Other,Tier 3,Store,178918,85945
20,131737,7.9,10,3.7,1,10,32,17,25020,28308,8,0,3,3,4,3,9,10,5,8,5,Female,Tier 2,Store,53328,135025
62,208892,6.8,12,3,8,5,36,12,83477,78122,3,8,7,7,5,5,3,2,4,6,7,Male,Tier 1,Store,161599,203537
64,15824,7.5,14,5.5,2,6,29,0,45003,127259,1,0,4,4,8,1,4,10,9,6,7,Female,Tier 3,Store,172262,98080
37,159952,2.5,3,1.6,8,6,32,3,12228,83716,7,6,5,10,2,10,6,5,2,9,7,Other,Tier 3,Store,95944,231440
36,132718,4.7,10,2.3,10,7,1,9,36626,132116,5,7,4,7,9,2,4,10,5,3,6,Male,Tier 3,Store,168742,228208
52,81617,9,10,3.3,1,10,41,15,34674,49050,3,6,6,3,7,5,4,1,10,2,3,Other,Tier 2,Store,83724,95993
21,26517,5.8,1,3.6,7,3,3,15,14210,83422,1,1,3,1,5,8,9,6,9,3,1,Other,Tier 2,Store,97632,95729
22,167755,5.7,2,1.4,7,8,25,16,123551,101220,8,5,5,6,1,7,10,5,8,4,4,Female,Tier 3,Store,224771,145424
18,162948,5.8,6,2.5,5,5,29,10,132226,23180,3,7,2,8,1,9,3,2,1,5,8,Female,Tier 3,Online,155406,53902
21,118068,9.1,14,2.5,3,1,34,7,91456,134049,9,7,7,8,10,10,9,10,8,4,6,Other,Tier 1,Store,225505,160661
29,202426,4.5,10,5.5,6,4,9,13,66077,70995,6,7,4,5,1,5,9,1,7,5,5,Other,Tier 1,Store,137072,207344
77,219874,7.3,2,3.4,5,4,30,17,71090,57977,8,8,7,3,1,10,9,3,4,10,5,Male,Tier 2,Store,129067,206761
44,222791,6.5,2,3.9,9,8,14,0,97420,27473,2,2,7,4,1,7,1,4,10,5,2,Other,Tier 3,Online,124893,152844
73,232674,3.3,4,2,4,10,20,8,33379,89621,7,1,2,3,3,4,8,8,10,6,1,Other,Tier 1,Store,123000,288916
59,130016,5.4,3,1.5,9,9,5,19,89584,7295,7,1,4,4,3,9,2,4,4,9,4,Other,Tier 2,Online,96879,47727
40,224485,4.3,8,1.9,10,3,0,10,22124,10345,7,2,5,8,4,5,8,8,8,5,8,Other,Tier 2,Store,32469,212706
42,24982,3.5,8,3.2,6,10,9,3,91813,35305,7,8,5,8,5,7,4,3,9,8,4,Male,Tier 2,Store,127118,-31526
38,220576,8.4,6,4.4,9,1,1,1,113658,90149,3,4,3,6,3,10,4,10,9,8,4,Other,Tier 3,Store,203807,197067
78,172670,3.6,4,0.7,3,8,8,17,63063,1241,10,3,2,9,10,8,8,7,4,3,1,Female,Tier 1,Online,64304,110848
